date,Country/Territory/Area,Total confirmed cases,Total deaths,Transmission classification,Days since last reported case,Total cases with travel history to China,Total cases with possible or confirmed transmission outside of China,Likely place of exposure: China,Likely place of exposure: Outside reporting country and outside China,Likely place of exposure: In reporting country,Total cases with site of transmission under investigation
2020/02/17,Malaysia,22,0,,,17,4,,,,1
2020/02/17,Viet Nam,16,0,,,8,8,,,,0
2020/02/17,Australia,15,0,,,12,3,,,,0
2020/02/17,Philippines,3,1,,,3,0,,,,0
2020/02/17,Cambodia,1,0,,,1,0,,,,0
2020/02/17,Thailand,35,0,,,23,7,,,,5
2020/02/17,India,3,0,,,3,0,,,,0
2020/02/17,Nepal,1,0,,,1,0,,,,0
2020/02/17,Sri Lanka,1,0,,,1,0,,,,0
2020/02/17,United States of America,15,0,,,13,2,,,,0
2020/02/17,Canada,7,0,,,6,0,,,,1
2020/02/17,Germany,16,0,,,2,14,,,,0
2020/02/17,France,12,1,,,5,7,,,,0
2020/02/17,The United Kingdom,9,0,,,2,7,,,,0
2020/02/17,Italy,3,0,,,3,0,,,,0
2020/02/17,Russian Federation,2,0,,,2,0,,,,0
2020/02/17,Spain,2,0,,,0,2,,,,0
2020/02/17,Belgium,1,0,,,1,0,,,,0
2020/02/17,Finland,1,0,,,1,0,,,,0
2020/02/17,Sweden,1,0,,,1,0,,,,0
2020/02/17,United Arab Emirates,9,0,,,6,2,,,,1
2020/02/17,Egypt,1,0,,,0,1,,,,0
2020/02/17,International conveyance (Diamond Princess),454,0,,,0,0,,,,454
2020/02/18,Singapore,77,0,,,23,53,,,,1
2020/02/18,Japan,65,1,,,26,39,,,,0
2020/02/18,Republic of Korea,31,0,,,13,15,,,,3
2020/02/18,Malaysia,22,0,,,17,4,,,,1
2020/02/18,Viet Nam,16,0,,,8,8,,,,0
2020/02/18,Australia,15,0,,,12,3,,,,0
2020/02/18,Philippines,3,1,,,3,0,,,,0
2020/02/18,Cambodia,1,0,,,1,0,,,,0
2020/02/18,Thailand,35,0,,,23,7,,,,5
2020/02/18,India,3,0,,,3,0,,,,0
2020/02/18,Nepal,1,0,,,1,0,,,,0
2020/02/18,Sri Lanka,1,0,,,1,0,,,,0
2020/02/18,United States of America,15,0,,,13,2,,,,0
2020/02/18,Canada,8,0,,,6,0,,,,2
2020/02/18,Germany,16,0,,,2,14,,,,0
2020/02/18,France,12,1,,,5,7,,,,0
2020/02/18,The United Kingdom,9,0,,,2,7,,,,0
2020/02/18,Italy,3,0,,,3,0,,,,0
2020/02/18,Russian Federation,2,0,,,2,0,,,,0
2020/02/18,Spain,2,0,,,0,2,,,,0
2020/02/18,Belgium,1,0,,,1,0,,,,0
2020/02/18,Finland,1,0,,,1,0,,,,0
2020/02/18,Sweden,1,0,,,1,0,,,,0
2020/02/18,United Arab Emirates,9,0,,,6,2,,,,1
2020/02/18,Egypt,1,0,,,0,1,,,,0
2020/02/18,International conveyance (Diamond Princess),454,0,,,0,0,,,,454
2020/02/19,Singapore,81,0,,,,,23,0,51,7
2020/02/19,Japan,73,1,,,,,26,3,39,5
2020/02/19,Republic of Korea,51,0,,,,,13,4,29,5
2020/02/19,Malaysia,22,0,,,,,17,1,2,2
2020/02/19,Viet Nam,16,0,,,,,8,0,8,0
2020/02/19,Australia,15,0,,,,,12,0,3,0
2020/02/19,Philippines,3,1,,,,,3,0,0,0
2020/02/19,Cambodia,1,0,,,,,1,0,0,0
2020/02/19,Thailand,35,0,,,,,23,0,5,7
2020/02/19,India,3,0,,,,,3,0,0,0
2020/02/19,Nepal,1,0,,,,,1,0,0,0
2020/02/19,Sri Lanka,1,0,,,,,1,0,0,0
2020/02/19,United States of America,15,0,,,,,13,0,2,0
2020/02/19,Canada,8,0,,,,,7,0,0,1
2020/02/19,Germany,16,0,,,,,2,0,14,0
2020/02/19,France,12,1,,,,,5,0,7,0
2020/02/19,The United Kingdom,9,0,,,,,2,6,1,0
2020/02/19,Italy,3,0,,,,,3,0,0,0
2020/02/19,Russian Federation,2,0,,,,,2,0,0,0
2020/02/19,Spain,2,0,,,,,0,2,0,0
2020/02/19,Belgium,1,0,,,,,1,0,0,0
2020/02/19,Finland,1,0,,,,,1,0,0,0
2020/02/19,Sweden,1,0,,,,,1,0,0,0
2020/02/19,United Arab Emirates,9,0,,,,,6,0,2,1
2020/02/19,Egypt,1,0,,,,,0,0,1,0
2020/02/19,International conveyance (Diamond Princess),542,0,,,,,0,0,0,542
2020/02/20,Republic of Korea,104,1,,,,,13,4,72,15
2020/02/20,Japan,85,1,,,,,26,5,46,8
2020/02/20,Singapore,84,0,,,,,23,0,54,7
2020/02/20,Malaysia,22,0,,,,,17,1,2,2
2020/02/20,Viet Nam,16,0,,,,,8,0,8,0
2020/02/20,Australia,15,0,,,,,12,0,3,0
2020/02/20,Philippines,3,1,,,,,3,0,0,0
2020/02/20,Cambodia,1,0,,,,,1,0,0,0
2020/02/20,Thailand,35,0,,,,,23,0,5,7
2020/02/20,India,3,0,,,,,3,0,0,0
2020/02/20,Nepal,1,0,,,,,1,0,0,0
2020/02/20,Sri Lanka,1,0,,,,,1,0,0,0
2020/02/20,United States of America,15,0,,,,,13,0,2,0
2020/02/20,Canada,8,0,,,,,7,0,0,1
2020/02/20,Germany,16,0,,,,,2,0,14,0
2020/02/20,France,12,1,,,,,5,0,7,0
2020/02/20,The United Kingdom,9,0,,,,,2,6,1,0
2020/02/20,Italy,3,0,,,,,3,0,0,0
2020/02/20,Russian Federation,2,0,,,,,2,0,0,0
2020/02/20,Spain,2,0,,,,,0,2,0,0
2020/02/20,Belgium,1,0,,,,,1,0,0,0
2020/02/20,Finland,1,0,,,,,1,0,0,0
2020/02/20,Sweden,1,0,,,,,1,0,0,0
2020/02/20,United Arab Emirates,9,0,,,,,6,0,2,1
2020/02/20,Iran,2,2,,,,,0,0,0,2
2020/02/20,Egypt,1,0,,,,,0,0,1,0
2020/02/20,International conveyance (Diamond Princess),621,2,,,,,0,0,0,621
2020/02/21,Republic of Korea,204,1,,,,,13,4,158,29
2020/02/21,Japan,93,1,,,,,27,5,57,4
2020/02/21,Singapore,85,0,,,,,23,0,55,7
2020/02/21,Malaysia,22,0,,,,,17,1,2,2
2020/02/21,Australia,17,0,,,,,12,2,3,0
2020/02/21,Viet Nam,16,0,,,,,8,0,8,0
2020/02/21,Philippines,3,1,,,,,3,0,0,0
2020/02/21,Cambodia,1,0,,,,,1,0,0,0
2020/02/21,Thailand,35,0,,,,,23,0,5,7
2020/02/21,India,3,0,,,,,3,0,0,0
2020/02/21,Nepal,1,0,,,,,1,0,0,0
2020/02/21,Sri Lanka,1,0,,,,,1,0,0,0
2020/02/21,United States of America,15,0,,,,,13,0,2,0
2020/02/21,Canada,8,0,,,,,7,0,0,1
2020/02/21,Germany,16,0,,,,,2,0,14,0
2020/02/21,France,12,1,,,,,5,0,7,0
2020/02/21,The United Kingdom,9,0,,,,,2,6,1,0
2020/02/21,Italy,3,0,,,,,3,0,0,0
2020/02/21,Russian Federation,2,0,,,,,2,0,0,0
2020/02/21,Spain,2,0,,,,,0,2,0,0
2020/02/21,Belgium,1,0,,,,,1,0,0,0
2020/02/21,Finland,1,0,,,,,1,0,0,0
2020/02/21,Sweden,1,0,,,,,1,0,0,0
2020/02/21,United Arab Emirates,9,0,,,,,6,0,2,1
2020/02/21,Iran,5,2,,,,,0,0,5,0
2020/02/21,Egypt,1,0,,,,,0,0,1,0
2020/02/21,International conveyance (Diamond Princess),634,2,,,,,0,0,0,634
2020/02/22,Republic of Korea,346,2,,,,,13,4,288,41
2020/02/22,Japan,105,1,,,,,28,5,68,4
2020/02/22,Singapore,86,0,,,,,23,0,56,7
2020/02/22,Malaysia,22,0,,,,,17,1,2,2
2020/02/22,Australia,21,0,,,,,12,6,3,0
2020/02/22,Viet Nam,16,0,,,,,8,0,8,0
2020/02/22,Philippines,3,1,,,,,3,0,0,0
2020/02/22,Cambodia,1,0,,,,,1,0,0,0
2020/02/22,Thailand,35,0,,,,,23,0,5,7
2020/02/22,India,3,0,,,,,3,0,0,0
2020/02/22,Nepal,1,0,,,,,1,0,0,0
2020/02/22,Sri Lanka,1,0,,,,,1,0,0,0
2020/02/22,United States of America,35,0,,,,,14,18,2,1
2020/02/22,Canada,8,0,,,,,7,0,0,1
2020/02/22,Germany,16,0,,,,,2,0,14,0
2020/02/22,France,12,1,,,,,5,0,7,0
2020/02/22,Italy,9,0,,,,,3,0,6,0
2020/02/22,The United Kingdom,9,0,,,,,2,6,1,0
2020/02/22,Russian Federation,2,0,,,,,2,0,0,0
2020/02/22,Spain,2,0,,,,,0,2,0,0
2020/02/22,Belgium,1,0,,,,,1,0,0,0
2020/02/22,Finland,1,0,,,,,1,0,0,0
2020/02/22,Israel,1,0,,,,,0,1,0,0
2020/02/22,Sweden,1,0,,,,,1,0,0,0
2020/02/22,Iran,18,4,,,,,0,0,18,0
2020/02/22,United Arab Emirates,11,0,,,,,6,0,5,0
2020/02/22,Egypt,1,0,,,,,0,0,1,0
2020/02/22,Lebanon,1,0,,,,,0,1,0,0
2020/02/22,International conveyance (Diamond Princess),634,2,,,,,0,0,0,634
2020/02/23,Republic of Korea,602,5,,,,,13,4,353,232
2020/02/23,Japan,132,1,,,,,28,5,92,7
2020/02/23,Singapore,89,0,,,,,24,0,58,7
2020/02/23,Australia,22,0,,,,,12,7,3,0
2020/02/23,Malaysia,22,0,,,,,17,1,2,2
2020/02/23,Viet Nam,16,0,,,,,8,0,8,0
2020/02/23,Philippines,3,1,,,,,3,0,0,0
2020/02/23,Cambodia,1,0,,,,,1,0,0,0
2020/02/23,Thailand,35,0,,,,,23,0,5,7
2020/02/23,India,3,0,,,,,3,0,0,0
2020/02/23,Nepal,1,0,,,,,1,0,0,0
2020/02/23,Sri Lanka,1,0,,,,,1,0,0,0
2020/02/23,United States of America,35,0,,,,,14,18,2,1
2020/02/23,Canada,9,0,,,,,7,1,0,1
2020/02/23,Italy,76,2,,,,,3,0,9,64
2020/02/23,Germany,16,0,,,,,2,0,14,0
2020/02/23,France,12,1,,,,,5,0,7,0
2020/02/23,The United Kingdom,9,0,,,,,2,6,1,0
2020/02/23,Russian Federation,2,0,,,,,2,0,0,0
2020/02/23,Spain,2,0,,,,,0,2,0,0
2020/02/23,Belgium,1,0,,,,,1,0,0,0
2020/02/23,Finland,1,0,,,,,1,0,0,0
2020/02/23,Israel,1,0,,,,,0,1,0,0
2020/02/23,Sweden,1,0,,,,,1,0,0,0
2020/02/23,Iran,28,5,,,,,0,0,18,10
2020/02/23,United Arab Emirates,13,0,,,,,6,2,5,0
2020/02/23,Egypt,1,0,,,,,0,0,1,0
2020/02/23,Lebanon,1,0,,,,,0,1,0,0
2020/02/23,International conveyance (Diamond Princess),634,2,,,,,0,0,0,634
2020/02/24,Republic of Korea,763,7,,,,,13,4,605,141
2020/02/24,Japan,144,1,,,,,28,5,104,7
2020/02/24,Singapore,89,0,,,,,24,0,65,0
2020/02/24,Australia,22,0,,,,,12,7,3,0
2020/02/24,Malaysia,22,0,,,,,18,2,2,0
2020/02/24,Viet Nam,16,0,,,,,8,0,8,0
2020/02/24,Philippines,3,1,,,,,3,0,0,0
2020/02/24,Cambodia,1,0,,,,,1,0,0,0
2020/02/24,Thailand,35,0,,,,,23,0,6,6
2020/02/24,India,3,0,,,,,3,0,0,0
2020/02/24,Nepal,1,0,,,,,1,0,0,0
2020/02/24,Sri Lanka,1,0,,,,,1,0,0,0
2020/02/24,United States of America,35,0,,,,,14,18,2,1
2020/02/24,Canada,9,0,,,,,7,1,1,0
2020/02/24,Italy,124,2,,,,,3,0,10,111
2020/02/24,Germany,16,0,,,,,2,0,14,0
2020/02/24,France,12,1,,,,,5,0,7,0
2020/02/24,The United Kingdom,9,0,,,,,2,6,1,0
2020/02/24,Russian Federation,2,0,,,,,2,0,0,0
2020/02/24,Spain,2,0,,,,,0,2,0,0
2020/02/24,Belgium,1,0,,,,,1,0,0,0
2020/02/24,Finland,1,0,,,,,1,0,0,0
2020/02/24,Israel,1,0,,,,,0,1,0,0
2020/02/24,Sweden,1,0,,,,,1,0,0,0
2020/02/24,Iran,43,8,,,,,0,0,28,15
2020/02/24,United Arab Emirates,13,0,,,,,6,2,5,0
2020/02/24,Kuwait,3,0,,,,,0,3,0,0
2020/02/24,Egypt,1,0,,,,,0,0,1,0
2020/02/24,Lebanon,1,0,,,,,0,1,0,0
2020/02/24,International conveyance (Diamond Princess),695,3,,,,,0,0,0,695
2020/02/25,Republic of Korea,977,10,,,,,13,4,605,355
2020/02/25,Japan,157,1,,,,,28,7,110,12
2020/02/25,Singapore,90,0,,,,,24,0,66,0
2020/02/25,Australia,22,0,,,,,12,7,3,0
2020/02/25,Malaysia,22,0,,,,,18,2,2,0
2020/02/25,Viet Nam,16,0,,,,,8,0,8,0
2020/02/25,Philippines,3,1,,,,,3,0,0,0
2020/02/25,Cambodia,1,0,,,,,1,0,0,0
2020/02/25,Thailand,37,0,,,,,23,0,7,7
2020/02/25,India,3,0,,,,,3,0,0,0
2020/02/25,Nepal,1,0,,,,,1,0,0,0
2020/02/25,Sri Lanka,1,0,,,,,1,0,0,0
2020/02/25,United States of America,53,0,,,,,14,36,2,1
2020/02/25,Canada,10,0,,,,,7,1,1,1
2020/02/25,Italy,229,6,,,,,3,0,121,105
2020/02/25,Germany,16,0,,,,,2,0,14,0
2020/02/25,France,12,1,,,,,5,0,7,0
2020/02/25,The United Kingdom,13,0,,,,,2,10,1,0
2020/02/25,Israel,2,0,,,,,0,2,0,0
2020/02/25,Russian Federation,2,0,,,,,2,0,0,0
2020/02/25,Spain,2,0,,,,,0,2,0,0
2020/02/25,Belgium,1,0,,,,,1,0,0,0
2020/02/25,Finland,1,0,,,,,1,0,0,0
2020/02/25,Sweden,1,0,,,,,1,0,0,0
2020/02/25,Iran,61,12,,,,,0,0,28,33
2020/02/25,United Arab Emirates,13,0,,,,,6,2,5,0
2020/02/25,Bahrain,8,0,,,,,0,8,0,0
2020/02/25,Kuwait,8,0,,,,,0,8,0,0
2020/02/25,Oman,2,0,,,,,0,2,0,0
2020/02/25,Afghanistan,1,0,,,,,0,1,0,0
2020/02/25,Egypt,1,0,,,,,0,0,1,0
2020/02/25,Iraq,1,0,,,,,0,1,0,0
2020/02/25,Lebanon,1,0,,,,,0,1,0,0
2020/02/25,International conveyance (Diamond Princess),691,3,,,,,0,0,0,691
2020/02/26,Republic of Korea,1261,12,,,,,13,4,605,639
2020/02/26,Japan,164,1,,,,,28,8,116,12
2020/02/26,Singapore,91,0,,,,,24,0,67,0
2020/02/26,Australia,23,0,,,,,12,8,3,0
2020/02/26,Malaysia,22,0,,,,,18,2,2,0
2020/02/26,Viet Nam,16,0,,,,,8,0,8,0
2020/02/26,Philippines,3,1,,,,,3,0,0,0
2020/02/26,Cambodia,1,0,,,,,1,0,0,0
2020/02/26,Thailand,40,0,,,,,23,0,7,10
2020/02/26,India,3,0,,,,,3,0,0,0
2020/02/26,Nepal,1,0,,,,,1,0,0,0
2020/02/26,Sri Lanka,1,0,,,,,1,0,0,0
2020/02/26,United States of America,53,0,,,,,14,36,2,1
2020/02/26,Canada,10,0,,,,,7,1,1,1
2020/02/26,Italy,322,11,,,,,3,0,121,198
2020/02/26,Germany,18,0,,,,,2,2,14,0
2020/02/26,The United Kingdom,13,0,,,,,2,10,1,0
2020/02/26,France,12,1,,,,,5,0,7,0
2020/02/26,Austria,2,0,,,,,0,2,0,0
2020/02/26,Croatia,2,0,,,,,0,1,0,1
2020/02/26,Israel,2,0,,,,,0,2,0,0
2020/02/26,Russian Federation,2,0,,,,,2,0,0,0
2020/02/26,Spain,2,0,,,,,0,2,0,0
2020/02/26,Belgium,1,0,,,,,1,0,0,0
2020/02/26,Finland,1,0,,,,,1,0,0,0
2020/02/26,Sweden,1,0,,,,,1,0,0,0
2020/02/26,Switzerland,1,0,,,,,0,1,0,0
2020/02/26,Iran,95,15,,,,,0,0,28,67
2020/02/26,Bahrain,26,0,,,,,0,26,0,0
2020/02/26,United Arab Emirates,13,0,,,,,6,2,5,0
2020/02/26,Kuwait,12,0,,,,,0,12,0,0
2020/02/26,Iraq,5,0,,,,,0,5,0,0
2020/02/26,Oman,4,0,,,,,0,4,0,0
2020/02/26,Afghanistan,1,0,,,,,0,1,0,0
2020/02/26,Egypt,1,0,,,,,0,0,1,0
2020/02/26,Lebanon,1,0,,,,,0,1,0,0
2020/02/26,Algeria,1,0,,,,,0,1,0,0
2020/02/26,International conveyance (Diamond Princess),691,3,,,,,0,0,0,691
2020/02/27,Republic of Korea,1766,13,,,,,13,4,605,1144
2020/02/27,Japan,186,3,,,,,28,11,129,18
2020/02/27,Singapore,93,0,,,,,24,0,69,0
2020/02/27,Australia,23,0,,,,,12,8,3,0
2020/02/27,Malaysia,22,0,,,,,18,2,2,0
2020/02/27,Viet Nam,16,0,,,,,8,0,8,0
2020/02/27,Philippines,3,1,,,,,3,0,0,0
2020/02/27,Cambodia,1,0,,,,,1,0,0,0
2020/02/27,Thailand,40,0,,,,,23,0,7,10
2020/02/27,India,3,0,,,,,3,0,0,0
2020/02/27,Nepal,1,0,,,,,1,0,0,0
2020/02/27,Sri Lanka,1,0,,,,,1,0,0,0
2020/02/27,United States of America,59,0,,,,,14,42,2,1
2020/02/27,Canada,11,0,,,,,7,2,1,1
2020/02/27,Brazil,1,0,,,,,0,1,0,0
2020/02/27,Italy,400,12,,,,,3,0,121,276
2020/02/27,Germany,21,0,,,,,2,1,14,4
2020/02/27,France,18,2,,,,,6,2,7,3
2020/02/27,The United Kingdom,13,0,,,,,2,10,1,0
2020/02/27,Spain,12,0,,,,,0,10,1,1
2020/02/27,Croatia,3,0,,,,,0,2,1,0
2020/02/27,Austria,2,0,,,,,0,2,0,0
2020/02/27,Finland,2,0,,,,,1,1,0,0
2020/02/27,Israel,2,0,,,,,0,2,0,0
2020/02/27,Russian Federation,2,0,,,,,2,0,0,0
2020/02/27,Sweden,2,0,,,,,1,1,0,0
2020/02/27,Belgium,1,0,,,,,1,0,0,0
2020/02/27,Denmark,1,0,,,,,0,1,0,0
2020/02/27,Estonia,1,0,,,,,0,0,0,1
2020/02/27,Georgia,1,0,,,,,0,1,0,0
2020/02/27,Greece,1,0,,,,,0,1,0,0
2020/02/27,North Macedonia,1,0,,,,,0,1,0,0
2020/02/27,Norway,1,0,,,,,1,0,0,0
2020/02/27,Romania,1,0,,,,,0,1,0,0
2020/02/27,Switzerland,1,0,,,,,0,1,0,0
2020/02/27,Iran,141,22,,,,,0,0,28,113
2020/02/27,Kuwait,43,0,,,,,0,43,0,0
2020/02/27,Bahrain,33,0,,,,,0,33,0,0
2020/02/27,United Arab Emirates,13,0,,,,,6,2,5,0
2020/02/27,Iraq,6,0,,,,,0,6,0,0
2020/02/27,Oman,4,0,,,,,0,4,0,0
2020/02/27,Lebanon,2,0,,,,,0,1,0,1
2020/02/27,Pakistan,2,0,,,,,0,2,0,0
2020/02/27,Afghanistan,1,0,,,,,0,1,0,0
2020/02/27,Egypt,1,0,,,,,0,0,1,0
2020/02/27,Algeria,1,0,,,,,0,1,0,0
2020/02/27,International conveyance (Diamond Princess),705,4,,,,,0,0,0,0
2020/02/28,Republic of Korea,2337,13,Local transmission,0,,,,,,
2020/02/28,Japan,210,4,Local transmission,0,,,,,,
2020/02/28,Singapore,96,0,Local transmission,0,,,,,,
2020/02/28,Malaysia,24,0,Local transmission,0,,,,,,
2020/02/28,Australia,23,0,Local transmission,3,,,,,,
2020/02/28,Viet Nam,16,0,Local transmission,15,,,,,,
2020/02/28,Philippines,3,1,Imported cases only,24,,,,,,
2020/02/28,Cambodia,1,0,Imported cases only,32,,,,,,
2020/02/28,New Zealand,1,0,Imported cases only,0,,,,,,
2020/02/28,Italy,650,17,Local transmission,0,,,,,,
2020/02/28,France,38,2,Local transmission,0,,,,,,
2020/02/28,Germany,26,0,Local transmission,0,,,,,,
2020/02/28,Spain,25,0,Local transmission,0,,,,,,
2020/02/28,The United Kingdom,16,0,Local transmission,0,,,,,,
2020/02/28,Sweden,7,0,Imported cases only,0,,,,,,
2020/02/28,Switzerland,6,0,Imported cases only,0,,,,,,
2020/02/28,Austria,4,0,Imported cases only,0,,,,,,
2020/02/28,Norway,4,0,Imported cases only,0,,,,,,
2020/02/28,Greece,3,0,Imported cases only,0,,,,,,
2020/02/28,Israel,3,0,Imported cases only,0,,,,,,
2020/02/28,Croatia,3,0,Local transmission,0,,,,,,
2020/02/28,Finland,2,0,Imported cases only,2,,,,,,
2020/02/28,Russian Federation,2,0,Imported cases only,28,,,,,,
2020/02/28,Belarus,1,0,Imported cases only,0,,,,,,
2020/02/28,Lithuania,1,0,Imported cases only,0,,,,,,
2020/02/28,Netherlands,1,0,Imported cases only,0,,,,,,
2020/02/28,North Macedonia,1,0,Imported cases only,2,,,,,,
2020/02/28,Romania,1,0,Imported cases only,1,,,,,,
2020/02/28,Belgium,1,0,Imported cases only,24,,,,,,
2020/02/28,Denmark,1,0,Imported cases only,1,,,,,,
2020/02/28,Estonia,1,0,Imported cases only,1,,,,,,
2020/02/28,Georgia,1,0,Imported cases only,1,,,,,,
2020/02/28,Thailand,40,0,Local transmission,2,,,,,,
2020/02/28,India,3,0,Imported cases only,25,,,,,,
2020/02/28,Nepal,1,0,Imported cases only,46,,,,,,
2020/02/28,Sri Lanka,1,0,Imported cases only,32,,,,,,
2020/02/28,Iran,245,26,Local transmission,0,,,,,,
2020/02/28,Kuwait,43,0,Imported cases only,1,,,,,,
2020/02/28,Bahrain,33,0,Imported cases only,1,,,,,,
2020/02/28,United Arab Emirates,19,0,Local transmission,0,,,,,,
2020/02/28,Iraq,7,0,Imported cases only,0,,,,,,
2020/02/28,Oman,6,0,Imported cases only,0,,,,,,
2020/02/28,Lebanon,2,0,Imported cases only,2,,,,,,
2020/02/28,Pakistan,2,0,Imported cases only,2,,,,,,
2020/02/28,Afghanistan,1,0,Imported cases only,4,,,,,,
2020/02/28,Egypt,1,0,Imported cases only,14,,,,,,
2020/02/28,United States of America,59,0,Local transmission,2,,,,,,
2020/02/28,Canada,11,0,Imported cases only,2,,,,,,
2020/02/28,Brazil,1,0,Imported cases only,2,,,,,,
2020/02/28,Algeria,1,0,Imported cases only,3,,,,,,
2020/02/28,Nigeria,1,0,Imported cases only,0,,,,,,
2020/02/28,International conveyance,705,4,Local transmission,2,,,,,,
2020/02/29,Republic of Korea,3150,17,Local transmission,0,,,,,,
2020/02/29,Japan,230,5,Local transmission,0,,,,,,
2020/02/29,Singapore,98,0,Local transmission,0,,,,,,
2020/02/29,Australia,24,0,Local transmission,0,,,,,,
2020/02/29,Malaysia,24,0,Local transmission,1,,,,,,
2020/02/29,Viet Nam,16,0,Local transmission,16,,,,,,
2020/02/29,Philippines,3,1,Imported cases only,25,,,,,,
2020/02/29,Cambodia,1,0,Imported cases only,33,,,,,,
2020/02/29,New Zealand,1,0,Imported cases only,1,,,,,,
2020/02/29,Italy,888,21,Local transmission,0,,,,,,
2020/02/29,Germany,57,0,Local transmission,0,,,,,,
2020/02/29,France,57,2,Local transmission,0,,,,,,
2020/02/29,Spain,32,0,Local transmission,0,,,,,,
2020/02/29,The United Kingdom,20,0,Local transmission,0,,,,,,
2020/02/29,Sweden,12,0,Imported cases only,0,,,,,,
2020/02/29,Switzerland,10,0,Imported cases only,0,,,,,,
2020/02/29,Norway,6,0,Imported cases only,0,,,,,,
2020/02/29,Croatia,5,0,Local transmission,0,,,,,,
2020/02/29,Israel,5,0,Imported cases only,0,,,,,,
2020/02/29,Austria,5,0,Imported cases only,0,,,,,,
2020/02/29,Romania,3,0,Imported cases only,0,,,,,,
2020/02/29,Greece,3,0,Imported cases only,1,,,,,,
2020/02/29,Denmark,2,0,Imported cases only,0,,,,,,
2020/02/29,Georgia,2,0,Imported cases only,0,,,,,,
2020/02/29,Netherlands,2,0,Imported cases only,0,,,,,,
2020/02/29,Finland,2,0,Imported cases only,3,,,,,,
2020/02/29,Russian Federation,2,0,Imported cases only,29,,,,,,
2020/02/29,San Marino,1,0,Local transmission,0,,,,,,
2020/02/29,North Macedonia,1,0,Imported cases only,3,,,,,,
2020/02/29,Estonia,1,0,Imported cases only,2,,,,,,
2020/02/29,Lithuania,1,0,Imported cases only,1,,,,,,
2020/02/29,Belarus,1,0,Imported cases only,1,,,,,,
2020/02/29,Belgium,1,0,Imported cases only,25,,,,,,
2020/02/29,Thailand,42,0,Local transmission,0,,,,,,
2020/02/29,India,3,0,Imported cases only,26,,,,,,
2020/02/29,Nepal,1,0,Imported cases only,47,,,,,,
2020/02/29,Sri Lanka,1,0,Imported cases only,33,,,,,,
2020/02/29,Iran,388,34,Local transmission,0,,,,,,
2020/02/29,Kuwait,45,0,Imported cases only,0,,,,,,
2020/02/29,Bahrain,38,0,Imported cases only,0,,,,,,
2020/02/29,United Arab Emirates,19,0,Local transmission,1,,,,,,
2020/02/29,Iraq,8,0,Imported cases only,0,,,,,,
2020/02/29,Oman,6,0,Imported cases only,1,,,,,,
2020/02/29,Lebanon,2,0,Imported cases only,3,,,,,,
2020/02/29,Pakistan,2,0,Imported cases only,3,,,,,,
2020/02/29,Afghanistan,1,0,Imported cases only,5,,,,,,
2020/02/29,Egypt,1,0,Imported cases only,15,,,,,,
2020/02/29,United States of America,62,0,Local transmission,0,,,,,,
2020/02/29,Canada,14,0,Imported cases only,0,,,,,,
2020/02/29,Mexico,2,0,Imported cases only,0,,,,,,
2020/02/29,Brazil,1,0,Imported cases only,3,,,,,,
2020/02/29,Algeria,1,0,Imported cases only,4,,,,,,
2020/02/29,Nigeria,1,0,Imported cases only,1,,,,,,
2020/02/29,International conveyance,705,6,Local transmission,3,,,,,,
2020/03/01,Republic of Korea,3736,18,Local transmission,0,,,,,,
2020/03/01,Japan,239,5,Local transmission,0,,,,,,
2020/03/01,Singapore,102,0,Local transmission,0,,,,,,
2020/03/01,Australia,25,0,Local transmission,0,,,,,,
2020/03/01,Malaysia,24,0,Local transmission,2,,,,,,
2020/03/01,Viet Nam,16,0,Local transmission,17,,,,,,
2020/03/01,Philippines,3,1,Imported cases only,26,,,,,,
2020/03/01,Cambodia,1,0,Imported cases only,34,,,,,,
2020/03/01,New Zealand,1,0,Imported cases only,2,,,,,,
2020/03/01,Italy,1128,29,Local transmission,0,,,,,,
2020/03/01,France,100,2,Local transmission,0,,,,,,
2020/03/01,Germany,57,0,Local transmission,1,,,,,,
2020/03/01,Spain,45,0,Local transmission,0,,,,,,
2020/03/01,The United Kingdom,23,0,Local transmission,0,,,,,,
2020/03/01,Switzerland,18,0,Imported cases only,0,,,,,,
2020/03/01,Norway,15,0,Local transmission,0,,,,,,
2020/03/01,Sweden,13,0,Imported cases only,0,,,,,,
2020/03/01,Austria,10,0,Imported cases only,0,,,,,,
2020/03/01,Croatia,7,0,Local transmission,0,,,,,,
2020/03/01,Israel,7,0,Imported cases only,0,,,,,,
2020/03/01,Netherlands,7,0,Local transmission,0,,,,,,
2020/03/01,Azerbaijan,3,0,Imported cases only,0,,,,,,
2020/03/01,Denmark,3,0,Imported cases only,0,,,,,,
2020/03/01,Georgia,3,0,Imported cases only,0,,,,,,
2020/03/01,Greece,3,0,Imported cases only,2,,,,,,
2020/03/01,Romania,3,0,Imported cases only,1,,,,,,
2020/03/01,Finland,2,0,Imported cases only,4,,,,,,
2020/03/01,Russian Federation,2,0,Imported cases only,30,,,,,,
2020/03/01,Belarus,1,0,Imported cases only,2,,,,,,
2020/03/01,Belgium,1,0,Imported cases only,26,,,,,,
2020/03/01,Estonia,1,0,Imported cases only,3,,,,,,
2020/03/01,Ireland,1,0,Imported cases only,0,,,,,,
2020/03/01,Lithuania,1,0,Imported cases only,2,,,,,,
2020/03/01,Monaco,1,0,Under investigation,0,,,,,,
